"Freq [GHz]","dB(S(FloquetPort1:1,FloquetPort1:1)) [] - thickness='11.992mm'","dB(S(FloquetPort1:1,FloquetPort1:1)) [] - thickness='23.984mm'","dB(S(FloquetPort1:1,FloquetPort1:1)) [] - thickness='35.976mm'","dB(S(FloquetPort1:1,FloquetPort1:1)) [] - thickness='47.968mm'","dB(S(FloquetPort1:1,FloquetPort1:1)) [] - thickness='59.958mm'","dB(S(FloquetPort1:1,FloquetPort2:1)) []"
3.21,-10.261511882059,-11.6142225598283,-20.5351967691073,-9.69446563252745,-14.299144681887,-0.429466873156797
3.22,-10.2477357483178,-11.6607730369865,-20.2152216522829,-9.67934318256079,-14.5253993712677,-0.430901341763941
3.23,-10.2341522864858,-11.708085492785,-19.9076373189821,-9.66579113037236,-14.7610438463132,-0.432320682752402
3.24,-10.220765299348,-11.7561742148123,-19.6115944360974,-9.65380135137184,-15.0066256056231,-0.43372430666892
3.25,-10.2075785628403,-11.8050538444398,-19.3263307444997,-9.64336664883858,-15.2627468169559,-0.43511162292014
3.26,-10.1945958173304,-11.8547393808565,-19.051159598015,-9.63448074656161,-15.5300719022535,-0.436482040937503
3.27,-10.1818207588131,-11.9052461851632,-18.7854603307091,-9.62713828275477,-15.8093364920079,-0.437834971376578
3.28,-10.1692570300325,-11.9565899845394,-18.5286701131823,-9.62133480522061,-16.1013580559664,-0.439169827348779
3.29,-10.1569082115439,-12.0087868764986,-18.2802770298246,-9.61706676774148,-16.4070486006066,-0.440486025683572
3.3,-10.1447778127283,-12.0618533332473,-18.0398141636369,-9.6143315276801,-16.7274299342113,-0.441782988218376
3.31,-10.1328692627741,-12.1158062061654,-17.8068545174948,-9.61312734477588,-17.0636521479562,-0.4430601431141
3.32,-10.1211859016368,-12.1706627304272,-17.5810066337055,-9.61345338112728,-17.4170161609071,-0.444316926193228
3.33,-10.1097309709923,-12.2264405297837,-17.3619107996035,-9.61530970235421,-17.7890014496822,-0.445552782297979
3.34,-10.0985076051955,-12.2831576215288,-17.1492357474357,-9.61869727993821,-18.1813004616012,-0.446767166665429
3.35,-10.0875188222579,-12.3408324216732,-16.9426757731106,-9.62361799474216,-18.5958617413746,-0.447959546316426
3.36,-10.0767675148575,-12.3994837503543,-16.7419482114775,-9.63007464171473,-19.0349445593321,-0.44912940145521
3.37,-10.0662564413945,-12.4591308375081,-16.5467912163598,-9.63807093578878,-19.5011889288454,-0.450276226876287
3.38,-10.0559882171048,-12.5197933288369,-16.3569618021259,-9.64761151898686,-19.9977065257004,-0.451399533375006
3.39,-10.0459653052472,-12.5814912921036,-16.1722341105661,-9.65870196875079,-20.5282004731663,-0.45249884915852
3.4,-10.0361900083742,-12.644245223791,-15.9923978725628,-9.6713488075164,-21.0971257378297,-0.453573721252935
3.41,-10.0266644597033,-12.7080760561635,-15.8172570387553,-9.68555951355894,-21.7099078646281,-0.454623716903436
3.42,-10.0173906145992,-12.7730051647733,-15.6466285572978,-9.70134253313888,-22.3732475215832,-0.455648424963074
3.43,-10.0083702421832,-12.8390543764573,-15.4803412800526,-9.7187072939827,-23.0955547096248,-0.456647457266527
3.44,-9.99960491708086,-12.9062459778715,-15.3182349812586,-9.73766422013777,-23.887585094612,-0.457620449984789
3.45,-9.99109601132421,-12.9746027246169,-15.1601594749869,-9.75822474824611,-24.7634030465183,-0.458567064956762
3.46,-9.98284468642092,-13.0441478510117,-15.005973819595,-9.78040134528692,-25.7418959122253,-0.459486990993622
3.47,-9.97485188560532,-13.1149050805708,-14.8555455990042,-9.80420752784385,-26.8492675964829,-0.460379945152258
3.48,-9.96711832628561,-13.1868986372569,-14.7087502719844,-9.82965788295907,-28.1233857140676,-0.461245673973169
3.49,-9.95964449270218,-13.2601532575741,-14.5654705817905,-9.85676809064326,-29.6219285772568,-0.462083954679402
3.5,-9.95243062881194,-13.3346942035762,-14.4255960194807,-9.88555494811747,-31.4391771309866,-0.462894596332124
3.51,-9.94547673141431,-13.4105472768733,-14.2890223350937,-9.91603639587114,-33.7454943955586,-0.463677440939209
3.52,-9.93878254353434,-13.4877388337199,-14.1556510915862,-9.94823154562854,-36.9003528253292,-0.464432364512702
3.53,-9.9323475480796,-13.5662958012793,-14.0253892570542,-9.98216071032551,-41.9067241849169,-0.465159278071783
3.54,-9.92617096178708,-13.6462456951623,-13.8981488313023,-10.0178454362082,-54.6842052559209,-0.465858128587216
3.55,-9.92025172947738,-13.7276166383475,-13.7738465032896,-10.0553085371764,-46.7409563790807,-0.466528899863966
3.56,-9.91458851863377,-13.8104373815987,-13.6524033363839,-10.0945741315055,-39.2852390929129,-0.467171613358586
3.57,-9.90917971432401,-13.894737325502,-13.533744478708,-10.1356676810957,-35.3239713728917,-0.467786328928063
3.58,-9.90402341448351,-13.980546544255,-13.4177988961683,-10.1786160334082,-32.6134962636607,-0.468373145507069
3.59,-9.89911742557888,-14.0678958113522,-13.3044991260211,-10.2234474662676,-30.55212330705,-0.468932201710735
3.6,-9.89445925867124,-14.1568166273191,-13.1937810490689,-10.2701917357224,-28.8892948411711,-0.469463676360182
3.61,-9.89004612589938,-14.2473412496612,-13.0855836787813,-10.3188801271792,-27.4964624898621,-0.46996778892839
3.62,-9.88587493740293,-14.3395027252059,-12.979848965818,-10.3695455100407,-26.2988415617901,-0.470444799903901
3.63,-9.88194229870656,-14.4333349250302,-12.8765216165888,-10.4222223961072,-25.2490701999952,-0.47089501107048
3.64,-9.87824450858616,-14.5288725821819,-12.7755489246267,-10.476947002019,-24.315251725354,-0.47131876570062
3.65,-9.87477755743858,-14.6261513324179,-12.6768806136732,-10.5337573160523,-23.4748778812353,-0.471716448661427
3.66,-9.87153712617649,-14.7252077582044,-12.5804686914861,-10.5926931696039,-22.7114712937603,-0.472088486431255
3.67,-9.8685185856704,-14.8260794362391,-12.4862673134763,-10.653796313741,-22.0126063099027,-0.472435347026066
3.68,-9.86571699675958,-14.9288049887823,-12.3942326553681,-10.7171105012243,-21.3686804407484,-0.472757539834406
3.69,-9.86312711085394,-15.0334241391049,-12.3043227941522,-10.7826815744579,-20.7721187789954,-0.473055615360307
3.7,-9.86074337114856,-15.1399777713881,-12.2164975966729,-10.8505575598635,-20.2168402862596,-0.473330164873571
3.71,-9.8585599144726,-15.2485079954411,-12.1307186152497,-10.920788769229,-19.6978888784406,-0.473581819967159
3.72,-9.85657057379355,-15.3590582166325,-12.0469489897881,-10.9934279086391,-19.2111717847576,-0.473811252021628
3.73,-9.85476888139766,-15.4716732114687,-11.9651533558867,-11.0685301956587,-18.7532697990233,-0.474019171576688
3.74,-9.85314807276652,-15.5863992092921,-11.8852977584887,-11.146153485513,-18.3212969494765,-0.47420632761039
3.75,-9.85170109116904,-15.703283980615,-11.8073495706661,-11.226358407088,-17.912794905256,-0.474373506726315
3.76,-9.85042059298701,-15.8223769326549,-11.7312774171633,-11.3092085096637,-17.5256522872199,-0.474521532249665
3.77,-9.84929895379134,-15.9437292126906,-11.6570511023534,-11.3947704213983,-17.1580421519482,-0.474651263233186
3.78,-9.848328275185,-16.06739381992,-11.5846415422969,-11.4831140206905,-16.8083729491136,-0.474763593374032
3.79,-9.84750039242657,-16.1934257265671,-11.514020700611,-11.5743126216793,-16.4752496120312,-0.474859449842857
3.8,-9.84680688284752,-16.321882009062,-11.4451615278874,-11.6684431752865,-16.1574423690905,-0.474939792026711
3.81,-9.84623907507366,-16.4528219902036,-11.3780379044148,-11.7655864873704,-15.8538615082948,-0.475005610187286
3.82,-9.84578805905983,-16.5863073933072,-11.3126245859825,-11.8658274557481,-15.5635367820626,-0.475057924036266
3.83,-9.84544469694431,-16.7224025094501,-11.2488971525603,-11.9692553280557,-15.285600465313,-0.475097781229881
3.84,-9.84519963472736,-16.8611743790457,-11.1868319596633,-12.0759639826605,-15.0192733164391,-0.475126255784465
3.85,-9.84504331477553,-17.002692989114,-11.126406092229,-12.1860522351134,-14.7638528646824,-0.47514444641541
3.86,-9.84496598915097,-17.1470314877707,-11.0675973208437,-12.299624172951,-14.518703576745,-0.475153474801732
3.87,-9.84495773376205,-17.2942664176301,-11.0103840601695,-12.4167895220181,-14.2832485526654,-0.475154483778586
3.88,-9.84500846332851,-17.4444779700163,-10.9547453294347,-12.537664047902,-14.0569624747586,-0.475148635460388
3.89,-9.84510794715176,-17.5977502620996,-10.9006607148594,-12.662369996552,-13.839365589937,-0.475137109296953
3.9,-9.84524582567729,-17.7541716393332,-10.8481103338991,-12.7910365787186,-13.6300185494042,-0.475121100065614
3.91,-9.84541162783322,-17.9138350058561,-10.7970748011975,-12.9238005034907,-13.4285179637346,-0.475101815801673
3.92,-9.84559478912568,-18.076838185862,-10.7475351961469,-13.0608065669658,-13.2344925580593,-0.475080475670553
3.93,-9.84578467046826,-18.2432843193175,-10.6994730319644,-13.2022083029629,-13.0475998331906,-0.475058307784251
3.94,-9.84597057771953,-18.4132822958531,-10.6528702261964,-13.3481687037175,-12.8675231553249,-0.475036546965057
3.95,-9.84614178189904,-18.586947231156,-10.6077090725736,-13.4988610196995,-12.6939692104231,-0.475016432459957
3.96,-9.84628754004912,-18.7644009907786,-10.5639722141415,-13.6544696491137,-12.5266657702131,-0.474999205608525
3.97,-9.84639711670615,-18.945772766955,-10.521642617601,-13.8151911293178,-12.3653597255546,-0.474986107467684
3.98,-9.84645980594182,-19.131199714799,-10.4807035487949,-13.9812352443745,-12.2098153500623,-0.474978376396654
3.99,-9.84646495393173,-19.3208276551736,-10.4411385492859,-14.1528262653171,-12.0598127627574,-0.474977245605214
4,-9.84640198200543,-19.5148118525844,-10.4029314139724,-14.3302043425253,-11.9151465633388,-0.474983940669145
4.01,-9.84626041012916,-19.713317877695,-10.3660661696956,-14.5136270729891,-11.7756246176621,-0.47499967701568
4.02,-9.84602988076925,-19.9165225655231,-10.330527054796,-14.7033712693067,-11.6410669743274,-0.475025657383245
4.03,-9.84570018308224,-20.1246150820941,-10.2962984995786,-14.8997349621891,-11.5113048960434,-0.475063069258391
4.04,-9.84526127737411,-20.3377981143571,-10.2633651076547,-15.1030396742191,-11.3861799917499,-0.475113082294183
4.05,-9.84470331976982,-20.5562892005697,-10.2317116381284,-15.3136330099233,-11.265543437429,-0.475176845713338
4.06,-9.84401668703114,-20.7803222212081,-10.2013229886014,-15.5318916161732,-11.1492552751772,-0.475255485700333
4.07,-9.84319200145966,-21.0101490738621,-10.1721841789724,-15.758224577997,-11.0371837815014,-0.475350102785881
4.08,-9.84222015581959,-21.2460415596389,-10.1442803360127,-15.9930773286066,-10.9292048969861,-0.475461769228134
4.09,-9.84109233821369,-21.4882935134839,-10.1175966786996,-16.2369361695829,-10.8252017104848,-0.475591526394481
4.1,-9.83980005684462,-21.7372232167115,-10.0921185042966,-16.4903335186904,-10.7250639918531,-0.4757403821478
4.11,-9.83833516459268,-21.9931761371596,-10.0678311751698,-16.7538540300223,-10.6286877679787,-0.475909308241676
4.12,-9.83668988334052,-22.2565280510272,-10.0447201063321,-17.0281417658657,-10.5359749375041,-0.476099237728517
4.13,-9.8348568279748,-22.5276886110073,-10.0227707537142,-17.3139086441974,-10.4468329201834,-0.476311062384807
4.14,-9.83282902999483,-22.8071054382428,-10.0019686031591,-17.6119444433223,-10.361174337294,-0.476545630158097
4.15,-9.83059996065806,-23.0952688315246,-9.98229916014261,-17.9231287203442,-10.2789167199363,-0.476803742639752
4.16,-9.82816355359292,-23.3927172067823,-9.96374794022393,-18.248445099157,-10.1999822424141,-0.477086152568155
4.17,-9.82551422681027,-23.7000434042653,-9.94630046023419,-18.5889985153242,-10.1242974782036,-0.477393561366754
4.18,-9.82264690404526,-24.0179020311554,-9.92994223021102,-18.9460361821961,-10.0517931762933,-0.477726616721469
4.19,-9.81955703536314,-24.347018045303,-9.91465874609179,-19.3209732832121,-9.98240405592006,-0.478085910202064
4.2,-9.81624061696371,-24.6881968334517,-9.90043548317903,-19.7154247264466,-9.91606861793768,-0.478471974932113
4.21,-9.8126942101211,-25.0423360973932,-9.88725789039431,-20.1312447592091,-9.85272897124394,-0.478885283312252
4.22,-9.8089149591971,-25.4104399374397,-9.87511138533828,-20.5705768938125,-9.79233067285716,-0.479326244801278
4.23,-9.80490060866934,-25.7936356187797,-9.86398135017695,-21.0359175345675,-9.73482258038152,-0.479795203759957
4.24,-9.80064951911721,-26.1931936281502,-9.85385312837544,-21.5301980689578,-9.6801567157326,-0.480292437362162
4.25,-9.79616068211181,-26.6105517823684,-9.84471202230223,-22.0568922316756,-9.62828813911037,-0.480818153578178
4.26,-9.79143373395872,-27.0473443440571,-9.83654329172831,-22.6201586627862,-9.57917483231444,-0.481372489234818
4.27,-9.78646896824583,-27.5054373406705,-9.82933215324631,-23.2250334280944,-9.53277759058885,-0.481955508157248
4.28,-9.7812673471517,-27.9869715752282,-9.82306378063655,-23.877695014575,-9.48905992227036,-0.48256719939707
4.29,-9.77583051147332,-28.4944151564098,-9.81772330620655,-24.5858370533208,-9.44798795559107,-0.483207475551597
4.3,-9.77016078933614,-29.0306277336192,-9.81329582313207,-25.3592056754695,-9.40953035205551,-0.483876171178951
4.31,-9.76426120355277,-29.598938914946,-9.8097663888276,-26.2103966048265,-9.37365822587756,-0.484573041313577
4.32,-9.75813547760115,-30.203243359812,-9.80712002937422,-27.1560774089256,-9.34034506901927,-0.485297760087016
4.33,-9.75178804019668,-30.8481142699838,-9.80534174503281,-28.2189362847622,-9.30956668142842,-0.48604991945837
4.34,-9.74522402843754,-31.5389342905281,-9.80441651687024,-29.4309369513026,-9.28130110612008,-0.486829028059193
4.35,-9.73844928950646,-32.2820355067613,-9.804329314525,-30.8390669140982,-9.25552856879326,-0.487634510157102
4.36,-9.73147038091669,-33.0848221131989,-9.80506510513834,-32.5161946987057,-9.23223142171591,-0.488465704742822
4.37,-9.72429456929487,-33.9558059957852,-9.80660886347552,-34.583260576752,-9.21139409165029,-0.489321864744842
4.38,-9.71692982769726,-34.9043826974225,-9.80894558326001,-37.2582964399989,-9.19300303162806,-0.490202156376052
4.39,-9.70938483146139,-35.9399316220554,-9.81206028974213,-40.9594139700432,-9.17704667641778,-0.491105658616696
4.4,-9.701668952599,-37.0692503918195,-9.81593805352124,-46.0780012303879,-9.16351540156035,-0.492031362837649
4.41,-9.69379225274137,-38.2900301213181,-9.8205640056381,-46.6764879869218,-9.1524014858776,-0.492978172568179
4.42,-9.68576547465234,-39.575499229815,-9.82592335395168,-41.5121725599112,-9.143699077388,-0.49394490341215
4.43,-9.67760003232919,-40.8425938804704,-9.83200140081147,-37.6483608729574,-9.13740416259023,-0.494930283116546
4.44,-9.66930799971606,-41.9052669851082,-9.8387835620331,-34.8799423161386,-9.13351453910058,-0.495932951796099
4.45,-9.66090209805866,-42.4727830666603,-9.84625538718167,-32.7567514128311,-9.13202979165445,-0.496951462317709
4.46,-9.65239568193398,-42.3193178030409,-9.8544025811636,-31.0432649547788,-9.13295127150468,-0.497984280848248
4.47,-9.64380272399236,-41.514678279238,-9.86321102712311,-29.6101873955392,-9.13628207927103,-0.499029787569238
4.48,-9.63513779845372,-40.3454460200556,-9.87266681063606,-28.380335271942,-9.14202705131541,-0.500086277561751
4.49,-9.62641606340339,-39.0660637507771,-9.88275624518886,-27.3043021010998,-9.15019274973636,-0.501151961864809
4.5,-9.61765324193695,-37.8133186858062,-9.89346589892559,-26.3486713532977,-9.16078745609464,-0.502224968710516
4.51,-9.60886560220676,-36.6410750341217,-9.90478262264183,-25.4898316889666,-9.17382116899824,-0.503303344938825
4.52,-9.60006993642639,-35.5629157921097,-9.91669357899855,-24.7105010484884,-9.18930560569107,-0.504385057595185
4.53,-9.59128353889175,-34.5760335574476,-9.92918627292462,-23.9976584348152,-9.20725420780405,-0.505467995713616
4.54,-9.58252418308112,-33.6720115842917,-9.942248583171,-23.3412534786021,-9.22768215144092,-0.506549972288122
4.55,-9.57381009789802,-32.8412521145202,-9.95586879497481,-22.7333685650915,-9.2506063617832,-0.507628726435312
4.56,-9.56515994312361,-32.0746518900623,-9.97003563378632,-22.1676560999295,-9.27604553241024,-0.508701925750297
4.57,-9.5565927841467,-31.3641377570502,-9.98473830000653,-21.6389494443071,-9.30402014953992,-0.509767168859005
4.58,-9.54812806604128,-30.7027483078604,-9.99996650467813,-21.1429870799079,-9.33455252140495,-0.510821988168726
4.59,-9.53978558706232,-30.0845481896847,-10.0157105060679,-20.676212709835,-9.36766681298697,-0.511863852819691
4.6,-9.53158547163156,-29.5044929704431,-10.0319611470733,-20.2356275617093,-9.40338908633785,-0.512890171839552
4.61,-9.52354814288541,-28.958291267711,-10.0487098933821,-19.818679371819,-9.44174734672264,-0.513898297503328
4.62,-9.51569429485685,-28.4422808909234,-10.0659488723089,-19.423177651719,-9.48277159482353,-0.514885528900609
4.63,-9.50804486436326,-27.9533233503966,-10.0836709122291,-19.0472281185459,-9.5264938852475,-0.515849115712239
4.64,-9.50062100267107,-27.4887162084625,-10.1018695825269,-18.6891813202217,-9.5729483915831,-0.516786262198588
4.65,-9.49344404700699,-27.0461210736462,-10.1205392339697,-18.3475919260482,-9.62217147825349,-0.517694131401111
4.66,-9.48653549198434,-26.6235046951068,-10.1396750394195,-18.0211861354137,-9.67420177941425,-0.518569849559295
4.67,-9.47991696101078,-26.2190907862457,-10.1592730347901,-17.7088353393768,-9.72908028514503,-0.51941051074488
4.68,-9.47361017774177,-25.8313205428337,-10.1793301601531,-17.4095346510844,-9.78685043518431,-0.520213181715068
4.69,-9.46763693764133,-25.4588201769912,-10.1998443008998,-17.1223852654383,-9.8475582204575,-0.520974906986589
4.7,-9.46201907970883,-25.1003741092314,-10.2208143288592,-16.8465798583438,-9.91125229264852,-0.521692714132466
4.71,-9.45677845842738,-24.7549027309761,-10.2422401432765,-16.5813904194412,-9.97798408206674,-0.522363619303021
4.72,-9.45193691598559,-24.4214438699326,-10.2641227115527,-16.3261580486168,-10.0478079240636,-0.522984632973024
4.73,-9.44751625482099,-24.0991372666969,-10.2864641096501,-16.0802843490147,-10.1207811942569,-0.5235527659166
4.74,-9.44353821052922,-23.7872115104717,-10.3092675620651,-15.8432241269482,-10.1969644528273,-0.524065035411582
4.75,-9.4400244251788,-23.4849729919912,-10.332537481275,-15.6144791685721,-10.276421598161,-0.524518471674645
4.76,-9.43699642106698,-23.191796518718,-10.3562795065665,-15.3935929090815,-10.3592200301247,-0.524910124529495
4.77,-9.4344755749475,-22.9071173060946,-10.3805005421536,-15.1801458459391,-10.4454308232793,-0.525237070308732
4.78,-9.43248309275645,-22.6304241130624,-10.4052087944999,-14.9737515756566,-10.5351289103598,-0.525496418991668
4.79,-9.43103998485775,-22.361253333305,-10.4304138087598,-14.774053355794,-10.6283932763843,-0.525685321579135
4.8,-9.43016704182479,-22.0991838881665,-10.4561265042584,-14.5807211114485,-10.7253071637925,-0.525800977706727
4.81,-9.42988481077018,-21.8438327948062,-10.4823592089349,-14.3934488195934,-10.8259582890696,-0.5258406434978
4.82,-9.43021357223079,-21.5948513053649,-10.5091256926774,-14.2119522159757,-10.9304390713752,-0.525801639657385
4.83,-9.43117331761044,-21.3519215308433,-10.5364411994805,-14.0359667784684,-11.0388468737799,-0.525681359808106
4.84,-9.43278372717847,-21.1147534779417,-10.5643224783665,-13.8652459482532,-11.1512842578137,-0.525477279069109
4.85,-9.43506414861768,-20.8830824389511,-10.5927878130104,-13.6995595563321,-11.2678592521536,-0.52518696287864
4.86,-9.4380335761111,-20.6566666844786,-10.6218570500186,-13.5386924279022,-11.3886856364314,-0.524808076061014
4.87,-9.44171062995354,-20.4352854167417,-10.6515516258137,-13.3824431412843,-11.5138832413251,-0.524338392138261
4.88,-9.44611353666961,-20.2187369477348,-10.6818945920849,-13.2306229215513,-11.6435782663182,-0.523775802886734
4.89,-9.45126010961714,-20.0068370719979,-10.7129106397686,-13.0830546518769,-11.777903616779,-0.523118328138381
4.9,-9.45716773005182,-19.7994176082393,-10.7446261215281,-12.9395719880336,-11.9169992623291,-0.522364125826171
4.91,-9.4638533286263,-19.5963250878276,-10.7770690727082,-12.8000185634896,-12.0610126188498,-0.5215115022732
4.92,-9.47133336729484,-19.3974195713277,-10.8102692307449,-12.664247274261,-12.2100989569246,-0.520558922723775
4.93,-9.47962382159309,-19.202573576906,-10.8442580530172,-12.532119634116,-12.3644218400538,-0.519505022114962
4.94,-9.48874016326089,-19.0116711066712,-10.8790687331308,-12.4035051919552,-12.5241535966047,-0.51834861608656
4.95,-9.49869734317577,-18.8246067589091,-10.9147362156316,-12.278281004233,-12.6894758302115,-0.517088712226204
4.96,-9.50950977456391,-18.6412849157863,-10.9512972091515,-12.1563311561785,-12.8605799742183,-0.515724521546562
4.97,-9.52119131645609,-18.4616189974668,-10.9887901979929,-12.0375463263386,-13.0376678967954,-0.514255470190244
4.98,-9.53375525735633,-18.2855307747682,-11.0272554521674,-11.9218233896231,-13.2209525645834,-0.512681211357218
4.99,-9.54721429909246,-18.1129497334928,-11.0667350359065,-11.8090650545984,-13.4106587741585,-0.511001637449307
5,-9.56158054081929,-17.9438124844453,-11.1072728146717,-11.6991795312696,-13.6070239623091,-0.509216892424367
