"Freq [GHz]","im(Z(1,1)) []","im(Z(1,2)) []"
4.41714285714286,-59.2355394654939,-60.9557697755433
4.42285714285714,-59.1082464530771,-60.8617528985747
4.42857142857143,-58.9774760857753,-60.7591636556752
4.43428571428572,-58.8436217825664,-60.6483387594981
4.44,-58.7070911707165,-60.5296491957901
4.44571428571429,-58.5683040502569,-60.4034979668813
4.45142857142857,-58.4276902958425,-60.2703176848438
4.45714285714286,-58.2856877137199,-60.1305680388042
4.46285714285714,-58.1427398717253,-59.9847331614457
4.46857142857143,-57.9992939202037,-59.8333189199675
4.47428571428572,-57.855798421475,-59.6768501565811
4.48,-57.7127012048617,-59.5158679030582
4.48571428571429,-57.5704472635122,-59.350926592983
4.49142857142857,-57.4294767082292,-59.1825912941473
4.49714285714286,-57.2902227923202,-59.0114349820757
4.50285714285714,-57.153110020117,-58.8380358739861
4.50857142857143,-57.0185523503434,-58.6629748406004
4.51428571428572,-56.8869515039658,-58.4868329112293
4.52,-56.7586953845289,-58.3101888854449
4.52571428571429,-56.6341566173732,-58.1336170624909
4.53142857142857,-56.5136912125116,-57.9576850974158
4.53714285714286,-56.3976373543428,-57.7829519907783
4.54285714285714,-56.2863143199384,-57.6099662166885
4.54857142857143,-56.1800215261484,-57.4392639919625
4.55428571428572,-56.0790377045035,-57.2713676872871
4.56,-55.983620201693,-57.1067843795757
4.56571428571429,-55.8940044023284,-56.9460045431085
4.57142857142857,-55.8104032697751,-56.7895008756201
4.57714285714286,-55.7330070000606,-56.6377272543012
4.58285714285714,-55.6619827832229,-56.4911178155941
4.58857142857143,-55.5974746659478,-56.3500861517917
4.59428571428572,-55.5396035089805,-56.2150246167718
4.6,-55.4884670325205,-56.0863037326376
4.60571428571429,-55.4441399427533,-55.964271688727
4.61142857142857,-55.4066741325226,-55.8492539241923
4.61714285714286,-55.3760989493868,-55.7415527853714
4.62285714285714,-55.3524215242708,-55.6414472491722
4.62857142857143,-55.3356271543581,-55.5491927039767
4.63428571428572,-55.3256797339884,-55.4650207798199
4.64,-55.3225222277969,-55.3891392200722
4.64571428571429,-55.3260771806716,-55.3217317873204
4.65142857142857,-55.3362472595243,-55.2629581967468
4.65714285714286,-55.3529158223446,-55.2129540709446
4.66285714285714,-55.3759475104334,-55.1718309108086
4.66857142857143,-55.4051888602205,-55.1396760778959
4.67428571428572,-55.4404689314858,-55.1165527844342
4.68,-55.4815999493176,-55.1025000879483
4.68571428571429,-55.5283779575617,-55.0975328883517
4.69142857142857,-55.5805834819505,-55.1016419261417
4.69714285714286,-55.6379822015413,-55.1147937812239
4.70285714285714,-55.7003256274686,-55.136930872729
4.70857142857143,-55.7673517883907,-55.1679714610101
4.71428571428572,-55.8387859223803,-55.2078096538734
4.72,-55.9143411752954,-55.2563154198424
4.72571428571429,-55.9937193059957,-55.3133346120832
4.73142857142857,-56.0766113990199,-55.3786890073386
4.73714285714286,-56.1626985855689,-55.4521763649014
4.74285714285714,-56.2516527738857,-55.5335705113409
4.74857142857143,-56.3431373902548,-55.6226214572553
4.75428571428572,-56.4368081320298,-55.7190555528593
4.76,-56.532313734234,-55.8225756896701
4.76571428571429,-56.6292967513142,-55.9328615559154
4.77142857142857,-56.7273943557601,-56.0495699535422
4.77714285714286,-56.8262391552749,-56.1723351849158
4.78285714285714,-56.9254600302092,-56.3007695173016
4.78857142857143,-57.0246829929343,-56.4344637332068
4.79428571428572,-57.1235320707229,-56.5729877744377
4.8,-57.2216302136136,-56.7158914874084
4.80571428571429,-57.3186002285994,-56.8627054767867
4.81142857142857,-57.4140657411978,-57.0129420739015
4.81714285714286,-57.5076521853075,-57.1660964256105
4.82285714285714,-57.59898782187,-57.321647708394
4.82857142857143,-57.6877047865409,-57.4790604713441
4.83428571428572,-57.7734401661697,-57.6377861105547
4.84,-57.8558371033714,-57.7972644759976
4.84571428571429,-57.9345459280027,-57.9569256105197
4.85142857142857,-58.0092253137343,-58.1161916189742
4.85714285714286,-58.0795434573169,-58.2744786638026
4.86285714285714,-58.145179277365,-58.431199081536
4.86857142857143,-58.2058236288949,-58.585763612915
4.87428571428572,-58.2611805289339,-58.7375837373614
4.88,-58.3109683878351,-58.8860741006766
4.88571428571429,-58.3549212400557,-59.0306550229579
4.89142857142857,-58.3927899674059,-59.1707550719258
4.89714285714286,-58.424343506928,-59.3058136851212
4.90285714285714,-58.449370034843,-59.4352838228434
4.90857142857143,-58.4676781172833,-59.5586346322751
4.91428571428572,-58.4790978179215,-59.6753541020269
4.92,-58.4834817520227,-59.7849516853026
4.92571428571429,-58.4807060761027,-59.8869608691856
4.93142857142857,-58.4706714020416,-59.9809416670844
4.93714285714286,-58.4533036243869,-60.0664830112391
4.94285714285714,-58.42855464969,-60.143205022388
4.94857142857143,-58.3964030168749,-60.2107611342225
4.95428571428572,-58.356854398144,-60.2688400511272
4.96,-58.3099419705665,-60.3171675189546
4.96571428571429,-58.2557266493062,-60.3555078900628
4.97142857142857,-58.1942971745375,-60.3836654657775
4.97714285714286,-58.1257700453344,-60.401485601571
4.98285714285714,-58.0502892952174,-60.4088555626211
4.98857142857143,-57.968026105688,-60.4057051201297
4.99428571428571,-57.8791782556958,-60.392006881504
5,-57.7839694068962,-60.3677763504988
5.00571428571429,-57.682648226374,-60.3330717164261
5.01142857142857,-57.5754873504813,-60.2879933745697
5.01714285714286,-57.4627821952788,-60.2326831829551
5.02285714285714,-57.3448496210307,-60.1673234635741
5.02857142857143,-57.2220264599185,-60.0921357589345
5.03428571428571,-57.0946679178341,-60.0073793574178
5.04,-56.9631458626392,-59.9133496032979
5.04571428571429,-56.8278470126049,-59.8103760094058
5.05142857142857,-56.6891710398645,-59.6988201921893
5.05714285714286,-56.5475286045908,-59.5790736504229
5.06285714285714,-56.4033393363156,-59.451555409953
5.06857142857143,-56.257029779131,-59.3167095576126
5.07428571428571,-56.1090313177019,-59.1750026878995
5.08,-55.9597781008808,-59.0269212860393
5.08571428571429,-55.8097049793585,-58.8729690708006
5.09142857142857,-55.659245473209,-58.7136643198466
5.09714285714286,-55.5088297843498,-58.5495371994842
5.10285714285714,-55.3588828679818,-58.3811271195618
5.10857142857143,-55.2098225759052,-58.2089801328498
5.11428571428571,-55.0620578833095,-58.0336463966806
5.12,-54.9159872092356,-57.8556777128627
5.12571428571429,-54.7719968394516,-57.6756251600643
